,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
3652,3653,298312,The Visit,2015,98450062,"horror thriller oliviadejong edoxenbould kathrynhahn blumhouseproduct blindingedgepictur unitedstatesofamerica rapmus pennsylvania brothersisterrelationship the terrifi stori of a brother and sister who are sent to their grandparents' remot pennsylvania farm for a weeklong trip. onc the children discov that the elderli coupl is involv in someth deepli disturbing, they see their chanc of get back home are grow smaller everi day. m.nightshyamalan"
3694,3695,5689,The Blue Lagoon,1980,58853106,"romanc adventur drama brookeshield christopheratkin leomckern columbiapicturescorpor unitedstatesofamerica sexualident shipwreck lover two small children and a ship' cook surviv a shipwreck and find safeti on an idyl tropic island. soon, however, the cook die and the young boy and girl are left on their own. day becom year and emmelin (brook shields) and richard (christoph atkins) make a home for themselv surround by exot creatur and nature' beauty. but will they ever see civil again? randalkleis"
3695,3696,712,Four Weddings and a Funeral,1994,254700832,comedi drama romanc hughgrant andiemacdowel jamesfleet channelfourfilm polygramfilmedentertain workingtitlefilm unitedkingdom upperclass loveatfirstsight weddingvow four wed and a funer is a british comedi about a british man name charl and an american woman name carri who go through numer wed befor they determin if they are right for one another. mikenewel
3698,3699,1429,25th Hour,2002,13060843,"crime drama edwardnorton philipseymourhoffman barrypepp 40acres&amulefilmwork touchstonepictur unitedstatesofamerica prison prison dream the film adapt from david benioff' novel of the same name. set in new york, a convict drug dealer name monti ha one day left of freedom befor he is sent to prison. anger, blame, frustration, betrayal, guilt and loneli are theme on thi last day of friends, family, parties, say goodbye, and set thing straight. a spike lee joint. spikele"
3718,3719,510,One Flew Over the Cuckoo's Nest,1975,108981275,"drama jacknicholson louisefletch dannydevito unitedartist fantasyfilm warnerbros. unitedstatesofamerica individu rebel self-destruct while serv time for insan at a state mental hospital, implac rabble-rouser, randl patrick mcmurphi inspir hi fellow patient to rebel against the authoritarian rule of head nurse, mildr ratched. milošforman"
3737,3738,153,Lost in Translation,2003,119723856,"drama billmurray scarlettjohansson annafari americanzoetrop japan unitedstatesofamerica upperclass hotelroom agediffer two lost soul visit tokyo -- the young, neglect wife of a photograph and a washed-up movi star shoot a tv commerci -- find an odd solac and pensiv freedom to be real in each other' company, away from their live in america. sofiacoppola"
3740,3741,1365,Monster's Ball,2001,44909486,"drama romanc halleberri billybobthornton heathledg lionsgatefilm leedanielsentertain unitedstatesofamerica southernusa waitress parentskidsrelationship set in the southern usa, a racist white man, hank, fall in love with a black woman name leticia. ironically, hank is a prison guard work on death row who execut leticia' husband. hank and leticia' inter-raci affair lead to confus and new idea for the two unlik lovers. marcforst"
3744,3745,987,The Front Page,1974,0,romanc drama comedi jacklemmon waltermatthau susansarandon universalstudio unitedstatesofamerica chicago journalist newspap a journalist suffer from burn-out want to final say goodby to hi offic – but hi boss doesn’t like the idea one bit. billywild
3748,3749,8337,They Live,1988,13008928,"action horror sciencefict roddypip keithdavid megfost universalpictur alivefilm larryfrancoproduct unitedstatesofamerica dystopia socialcommentari alieninvas nada, a down-on-his-luck construct worker, discov a pair of special sunglasses. wear them, he is abl to see the world as it realli is: peopl be bombard by media and govern with messag like ""stay asleep"", ""no imagination"", ""submit to authority"". even scarier is that he is abl to see that some usual normal-look peopl are in fact ugli alien in charg of the massiv campaign to keep human subdued. johncarpent"
3753,3754,512,Scoop,2006,31584901,"comedi mysteri scarlettjohansson hughjackman woodyallen bbcfilm ingeniousfilmpartn ingeniousmedia unitedkingdom upperclass prostitut journalist an american journal student in london scoop a big story, and begin an affair with an aristocrat as the incid unfurls. woodyallen"
3762,3763,1809,The Rules of Attraction,2002,0,"comedi drama romanc jamesvanderbeek shannynsossamon iansomerhald kingsgatefilm germani unitedstatesofamerica lovetriangl independentfilm multiplestorylin the incred spoil and overprivileg student of camden colleg are a backdrop for an unusu love triangl between a drug dealer, a virgin and a bisexu classmate. rogeravari"
3772,3773,1546,Thumbsucker,2005,1919197,"comedi drama loutaylorpucci tildaswinton vincentd'onofrio sonypicturesclass bobyariproduct unitedstatesofamerica becominganadult thumb firsttim justin, a teenag boy, throw himself and everyon around him into chao when he attempt to break free from hi addict to hi thumb. mikemil"
3821,3822,8618,The History Boys,2006,13401952,"comedi drama samuelanderson dominiccoop jamescorden dnafilm bbcfilm ukfilmcouncil unitedkingdom gay becominganadult educ the stori of an unruli class of bright, funni histori student at a yorkshir grammar school in pursuit of an undergradu place at oxford or cambridge. bounc between their maverick english master, a young and shrewd teacher hire to up their test scores, a grossli out-numb histori teacher, and a headmast obsess with results, the boy attempt to pass. nicholashytn"
3824,3825,813,Airplane!,1980,83453539,"comedi roberthay juliehagerti kareemabdul-jabbar paramountpictur unitedstatesofamerica chicago alcohol cataclysm alcohol pilot, ted striker ha develop a fear of fli due to wartim trauma, but nevertheless board a passeng jet in an attempt to woo back hi stewardess girlfriend. food poison decim the passeng and crew, leav it up to striker to land the plane with the help of a glue-snif air traffic control and striker' veng former air forc captain, who must both talk him down. jerryzuck"
3837,3838,3033,Gods and Monsters,1998,6451628,"drama ianmckellen brendanfras lynnredgrav lionsgatefilm flashpoint(i) showtimenetwork unitedkingdom unitedstatesofamerica gay filmdirector dyinganddeath it' 1957, and whale' heyday as the director of ""frankenstein,"" ""bride of frankenstein"" and ""the invis man"" is long behind him. retir and a semi-recluse, he live hi day accompani onli by imag from hi past. when hi dour housekeeper, hannah, hire a handsom young gardener, the flamboy director and simpl yard man develop an unlik friendship, which will chang them forever. billcondon"
3840,3841,765,Evil Dead II,1987,5923044,horror comedi fantasi brucecampbel sarahberri danhick renaissancefilm rosebudproduct unitedstatesofamerica deer bloodsplatt taperecord ash william and hi girlfriend linda find a log cabin in the wood with a voic record from an archeologist who had record himself recit ancient chant from “the book of the dead.” as they play the record an evil power is unleash take over linda’ body. samraimi
3870,3871,850,A Christmas Story,1983,19294144,"comedi famili melindadillon darrenmcgavin peterbillingsley metro-goldwyn-mayer(mgm) christmastreefilm unitedstatesofamerica canada holiday nostalgia youngboy the comic mishap and adventur of a young boy name ralph, tri to convinc hi parents, teachers, and santa that a red ryder b.b. gun realli is the perfect christma gift for the 1940s. bobclark"
3876,3877,805,Rosemary's Baby,1968,33395426,horror drama mysteri miafarrow johncassavet ruthgordon paramountpictur williamcastleproduct unitedstatesofamerica anti-christ contemporaryset laundri a young coupl move into an infam new york apart build to start a family. thing becom frighten as rosemari begin to suspect her unborn babi isn't safe around their strang neighbors. romanpolanski
3885,3886,1585,It's a Wonderful Life,1946,9644124,"drama famili fantasi jamesstewart donnare lionelbarrymor rkoradiopictur libertyfilms(ii) unitedstatesofamerica holiday angel basedonnovel georg bailey ha spent hi entir life give of himself to the peopl of bedford falls. he ha alway long to travel but never had the opportun in order to prevent rich skinflint mr. potter from take over the entir town. all that prevent him from do so is george' modest build and loan company, which wa found by hi gener father. but on christma eve, george' uncl billi lose the business' $8,000 while intend to deposit it in the bank. potter find the misplac money, hide it from billy, and george' troubl begin. frankcapra"
3886,3887,627,Trainspotting,1996,16491080,"drama crime ewanmcgregor ewenbremn jonnyleemil miramaxfilm channelfourfilm noelgaymotionpicturecompani unitedkingdom londonengland alcohol sex renton, deepli immers in the edinburgh drug scene, tri to clean up and get out, despit the allur of the drug and influenc of friends. dannyboyl"
3890,3891,1430,Bowling for Columbine,2002,35564473,"documentari michaelmoor georgeh.w.bush georgew.bush allianceatlantiscommun timefilm-undtv-produktionsgmbh vifbabelsbergerfilmproduktiongmbh&co.zweitekg unitedstatesofamerica usa canada gun whi do 11,000 peopl die in america each year at the hand of gun violence? talk head yell from everi tv camera blame everyth from satan to video games. but are we that much differ from mani other countries? what set us apart? how have we becom both the master and victim of such enorm amount of violence? thi is not a film about gun control. it is a film about the fear heart and soul of the unit states, and the 280 million american lucki enough to have the right to a constitut protect uzi. from a look at the columbin high school secur camera tape to the home of oscar-win nra presid charlton heston, from a young man who make homemad napalm with the anarchist' cookbook to the murder of a six-year-old girl by anoth six-year-old, bowl for columbin is a journey through america, through our past, hope to discov whi our pursuit of happi is so riddl with violence. michaelmoor"
